,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
螢幕,0.0032257042,0.00024215877,0.005848834,-0.006320579,-0.00090236746,-0.0035552264,-0.0075822384,0.008273837,0.0013675516,-0.0041114003,0.005001824,0.0046523577,-0.0067125657,0.002411713,0.009171106,0.0032312018,-0.00865863,0.0069844304,0.008264258,0.0011953348,0.0027462633,0.008536427,0.009275924,-0.010214601,0.008424882,0.0078088734,-0.0027956027,-0.0041246307,-0.006470963,0.0006771739,0.00718138,0.0014205831,0.008422081,0.007926519,-0.005300444,0.010569339,-0.00085259153,-0.0004926945,0.0026800206,-0.0077236784,0.0065594097,0.0077167284,-0.00054520095,0.003942214,-0.0111560235,0.0020351391,-0.0039616204,0.004407578,-0.0071328254,-0.0034329295
相當,0.002781424,-0.0052824933,0.010558677,0.006241097,-0.0032400943,0.003961422,-0.0025044489,-7.100612e-05,-0.006376122,-0.005917211,0.0014388186,0.0058725746,-0.0030324773,0.01132191,-0.0008807615,-0.010323545,-0.01036827,0.010608726,-0.001802751,0.0011073593,0.012378915,-0.00635708,0.008470724,0.002897296,-0.0018446827,-0.0058975527,-0.009186478,-0.009825992,-0.000104280174,-0.0033601753,-0.0105835395,0.0006297839,-0.0060288752,0.0058592176,0.001468041,0.0025642724,0.0025520774,1.7933651e-05,-0.01070155,-0.009036743,0.0086753415,0.00072251237,0.0050897114,-0.009300811,-0.0031044746,-0.006107592,-0.0040934063,0.0071152393,0.003802447,0.00030161004
一年,-0.007580125,0.0045829215,-0.0015395622,0.0006714847,0.00069458195,-0.006663157,-0.001177814,0.0031837588,0.0068338537,-0.0038521837,0.004864758,-0.0044705803,-0.008215723,0.00041004556,-0.0016750017,0.0022718303,-0.00783999,0.0070469053,0.004612118,-0.0044801407,-0.008990489,0.009428862,-0.00074047496,-0.004126074,-0.0016902076,-0.00073191716,-0.0052346173,0.004016698,0.0065045217,0.008000407,-0.00088078267,0.0061123166,0.00042487262,0.007191694,0.009725168,0.008131268,0.008584298,-0.0005729153,0.003933419,0.0097819995,0.0060737776,-0.0053093354,-0.0055487854,0.007668205,0.0017818568,0.00217716,-0.009866366,0.0030222966,-0.0074053565,0.0014972031
讚讚,0.0022743759,-0.0084165,-0.0029966515,-0.0013827743,-0.008356651,-0.0020091285,-0.005998811,0.0040355343,-0.0069643734,0.006073971,-0.009748341,0.0020960846,-0.009287676,0.009517898,-0.007878894,0.00014361647,0.0031857833,0.005055698,-0.00278978,0.006368553,0.0020147313,-0.006071507,-0.008041203,-0.0062101227,0.0012783636,-0.0006768581,-0.004191555,-0.0005865167,-0.003037252,0.008151799,0.0058659217,-0.008541814,-0.009957275,-0.002978665,-0.003206666,0.0055371514,0.0023233674,-0.0067025865,0.009573871,-0.0014221922,0.008935923,-0.0057022776,0.009952553,0.009261265,0.009406563,-0.0058869245,0.0077737346,0.005592855,-0.00088034506,-0.0057283156
很久,0.0053978134,-0.005647382,-0.004220389,0.0061465953,0.000760443,-0.0075575155,-0.0006267483,0.0046999888,-0.009414796,-0.0012723177,-0.009651757,-0.006006241,-0.0071411673,-0.0011489392,-0.009128625,0.009595282,-0.0071726097,-0.007191676,0.0004133076,0.0034104695,0.0026028894,-0.0082577495,0.0009156482,0.0019997018,-0.008288667,0.005268215,-0.0046026777,0.008046459,-0.004896999,-0.0006531851,-0.008643235,-0.005930717,-0.005510339,-0.0055782082,-0.0017602857,-0.00044168576,-0.0073533747,-0.010003903,0.007005965,0.0018680664,0.009998123,0.009886594,0.007619026,-0.0074928445,0.00641023,0.006293039,-0.0012658039,0.0063564875,-0.0070770676,-0.00066533533
用心,-0.0004602066,-0.012060806,0.0077418615,0.0019007231,8.722703e-05,0.009696952,-0.0039322907,0.0066427314,-0.0033645532,-0.005475513,0.0054927366,0.00017516954,-0.0059085973,0.002240066,-0.0073803426,-0.009373618,-0.00011712172,0.0026293525,0.0059286538,0.002942117,0.0104015395,-0.0037727274,-0.0063040107,0.003175446,-0.0038286871,0.0074261255,0.0010406866,-0.0021469155,-0.0031069,-0.0019274502,-0.0023289954,-0.007141008,0.0040909094,-0.004055078,-0.004617291,0.010654283,-0.002513509,-0.0045654047,0.0069870716,-0.006028244,0.0063209524,-0.006354434,0.004633164,0.0019831525,-0.008958854,0.0070436574,0.0076182787,0.005496606,-0.00019787873,-0.0018891438
好片,-0.004338135,0.0024823558,0.0045370003,-0.009885094,-0.010370696,-0.00011767217,-0.0021374058,-0.0065413094,0.008404565,0.008079349,-0.0109312115,-5.698314e-05,0.0004729419,0.0042222105,-0.0058769966,0.0061316523,-0.0041755154,0.0058947313,-0.0033222013,-0.0028981331,0.00031621815,0.008314791,-0.0036640742,-0.0066569946,-0.00014179091,-0.0077642356,0.006051595,-0.00029023003,0.006536739,-0.007753609,-0.009286629,-0.0030233366,-0.0041065034,0.0021573175,-0.000990265,0.008638458,0.002743718,0.0057431124,0.00051539077,0.001696705,-0.008958508,0.0072647305,-0.00088152627,0.003916468,-0.0026524968,-0.003046242,0.000915543,0.0038687917,0.0050111683,0.0022362885
特別,-0.011515463,0.0022325534,0.008836433,0.0063306373,-0.0113647645,-0.0023758335,-0.004651828,-0.00010108287,-0.0022917287,0.0010957936,-0.0015199756,0.006230168,0.002793443,0.013360435,0.008112458,0.00012552878,0.0028731956,-0.0019223354,-0.011935158,0.00420065,0.003292616,-0.0012454701,-0.00875608,-0.013356716,-0.007857879,-0.010719214,-0.00987291,-0.0009534103,0.010536306,0.006172595,-0.01299968,-0.0019928813,-0.0029470061,0.012010011,-0.0042751264,0.014572269,0.002007902,-0.008308293,-0.0050649736,-1.7717142e-05,-0.00033188512,-0.0047358726,0.01098761,-0.008194128,-4.377633e-05,-0.0016986318,-0.004517902,0.002934331,-0.009589528,-0.009007073
冷場,0.0005906428,-0.006702215,-0.0027192335,0.004097505,-0.0070034065,-0.0060272655,-0.0030578745,-0.0066692806,-0.0054105003,0.0107185505,-0.0023100423,0.0036518353,0.011709162,0.00998125,0.0043096095,0.0056664315,-0.006736278,-0.0049505415,-0.008729618,0.009297185,0.0017418723,-0.008019211,0.0018939029,-0.011453713,-0.0072093206,-0.0069904216,-0.01264473,-0.0010373708,-0.00023894176,0.0007402418,-0.009638705,-0.013673303,-0.009143324,0.010358444,0.011221364,0.014249854,-0.0060811536,-0.0016321492,0.00016058874,-0.007056352,-0.00032119208,0.003487212,0.01234523,-0.0037089046,-0.012128133,-0.010956234,-0.001816008,0.008942237,-0.0024946863,-0.009357321
好人,0.0042217663,-0.0019124891,0.0024119427,-0.009300294,-0.0026524584,0.010165531,0.009098609,-0.00387857,0.005326899,0.0065830243,-0.0064840703,0.007899864,0.005796133,0.0028860725,-0.008776362,-0.0009845136,-0.003106339,0.0040134285,0.007447132,-0.0015586131,0.0038116346,-0.0011360898,-0.005056934,-0.0069971317,0.0011082352,0.006180512,0.0065709553,0.0040451256,0.009817668,-0.005219278,0.0010470089,-0.008796416,0.00309959,0.007482567,-0.0045379964,-0.0069155926,0.0029244903,-0.0034721983,-0.002809907,0.008464457,-0.0043003876,0.0023057517,0.0060563227,-0.0073279873,0.008614186,0.008500638,0.0020325803,-0.000341588,0.006878783,0.0049717217
一大半,0.0023353095,0.008454045,-0.0005420187,-0.004980835,-0.0045298873,-0.008107006,-0.009771183,0.002245095,-0.0020472095,0.006536313,0.0061892085,0.0020239751,0.0035270648,0.007267953,-0.0013590299,-0.0034345165,-0.008635547,0.00834025,-0.004752438,-0.000700056,0.004303452,-0.009134442,-0.0066959606,0.0065793465,0.0051713143,0.00868901,-0.006113776,-0.005874207,0.0050506284,0.00013976636,0.008684578,0.0057851425,0.0070803883,0.0074409144,0.0022355302,0.009087838,0.0044521536,-0.0054701827,0.005517378,-0.009122281,0.0046299384,0.00981164,0.009737718,-0.002146252,-0.005924327,0.0089725405,-0.005558437,0.0017269886,-0.0025422587,-0.0045112628
蜘蛛人,-0.0071016313,-0.0044921814,-0.0041036354,-0.0013555773,-0.0037997693,-0.009209243,-0.008955194,-0.0026210977,0.008686403,-0.00558402,-0.003937216,-0.0034837073,0.005469305,0.009253225,0.004505781,-0.0026740641,-0.004519544,0.0057446808,0.002528559,0.001142099,0.008883666,-0.002898076,-0.0032157933,0.005571713,0.0019685908,0.0057947515,0.0008693284,0.00068390905,-0.005164046,0.0012622677,-0.0042926515,0.008533783,0.008941169,0.0062442045,-0.0019488147,-0.0028045578,-0.004923921,0.003978721,0.008960568,-0.0062268116,0.0031118444,0.0005185633,-0.00043322679,0.0006737707,6.774613e-05,-0.00017054395,-0.0010244873,0.00706486,0.006941094,-0.0097066
黑豹,-0.01134548,0.0016958998,0.008002922,-0.00920426,-0.00060487015,0.001133886,0.009840902,0.00010038135,0.0023377016,-0.003459612,-0.003239824,0.0032993632,0.0020595829,-0.0013715693,0.010053009,-0.005070269,-0.009465196,0.0045167333,0.00079007744,0.006258206,-0.005099363,-0.0076021734,-0.009534841,0.004061506,-0.004107175,-0.007970541,0.0024444726,-0.0003549178,-0.0043833503,-0.0069238483,0.0028936106,-0.011827738,-0.00493947,-0.004456552,-0.0048709735,0.0022983334,-0.0052283895,0.005847406,-0.011382584,0.008863164,-0.0034913188,-0.0019374945,0.0062587913,0.0064471564,-0.0058686226,0.0007139842,-0.008909837,-0.006712431,-0.0052603944,-0.008272748
越來越,0.0035443122,-0.0017224508,0.010273852,-0.008780799,-0.010501987,0.009642981,-0.006459872,-0.010623003,0.0034770463,0.0017278941,0.0076770685,0.0015054015,-0.008182076,-0.0064450246,0.009288384,0.003821462,-0.0025734548,-0.005776635,-0.010123563,0.0012629561,-0.0030626026,-0.009082713,-0.005951483,-0.00042133252,-0.0037471997,0.0006358679,-0.0005679016,-0.0013252903,-0.00059433683,0.004576621,-0.007874069,-0.005103838,-0.0028516494,-0.004353748,0.007403016,0.0045505767,0.0044020694,0.002859398,-0.008362415,-0.0070600645,-0.005019478,-0.008942685,0.011559013,-0.002790065,0.00694037,0.0021486643,0.0014068445,0.0072925934,0.004878936,-0.0011159247
強大,-0.0038452428,0.004309938,0.0063140714,0.00825065,0.0027622106,0.0076963524,0.007808671,0.005518899,0.0041488893,0.004532394,0.005588822,0.001599079,-0.008204194,0.011028414,5.730006e-05,0.00852904,0.008660381,0.0026949225,-0.0035619268,-0.0067700725,0.0045937886,-0.003001051,-0.008458133,-0.008000634,-0.0046318257,-0.007306005,-0.0052937474,0.0034980197,-0.001604506,-0.00075867394,0.0072894963,0.006286396,0.0057834215,0.0092519345,0.0035472985,-0.005979033,0.00071032665,-0.008976506,-4.0811316e-05,-0.006542174,-0.0012406232,-0.0045106434,0.0011746055,0.0018917803,-0.0092485035,-0.009846038,0.008765842,0.003611109,0.0067591127,-0.0010793038
現在,-4.9500806e-05,-0.005512165,0.0018428748,-0.006200321,0.0019249513,-0.0011178199,0.009531723,0.0030190921,0.0034773638,0.009869673,-0.004774716,0.00642638,0.0075009004,0.012737561,-0.00028641947,-0.0067408285,-0.007627713,0.0010664589,-0.007651401,-0.0052346326,-0.002810096,-0.0053594327,0.004675005,-0.0006054134,-0.0028547538,0.004132826,-0.0016784447,0.0069620446,0.007861246,-0.0072351564,0.0019507476,0.0016586818,-0.0037865627,0.006381064,0.0029201247,-0.0010871417,-0.0022308428,8.974494e-05,-0.0051979204,0.0023114542,-0.0037562526,0.0059496732,0.0068019405,0.0054032006,-0.0046748756,-0.004681114,-0.009668898,0.0056901854,0.0039218524,-0.007757575
演得,0.0063881483,-0.008619182,0.001641816,-0.00022844672,-0.00063967827,-0.0074270214,0.009364944,0.0053159753,-0.00973714,-0.004009994,-0.0051639066,-0.007976445,0.0043536075,0.0057050465,0.007758576,-0.010677768,-0.0036473863,-0.007812466,-0.008254648,-0.0021367886,-0.0048790304,-0.0014602435,-0.0045246365,-0.009681874,-0.0065754154,-0.00969479,-0.0034514843,0.0079784505,0.005088022,-0.004101277,0.0027039908,-0.005904837,0.0033932147,0.0026811443,0.0044733,0.007576239,0.001861319,-0.008796548,0.0033276605,0.0050148806,0.0042195115,0.008341828,0.001280989,0.00062917505,-0.0033593797,0.0070467265,-0.011308325,-0.005090632,-0.0075321496,-0.008563486
伏筆,0.0027738258,0.004740817,0.005411855,0.0035808908,-0.0026910282,0.00784693,0.0053500594,-0.0015394071,-0.0053735715,-0.005709491,0.005666522,-7.353919e-05,0.0061708023,0.004275612,-0.007217453,-0.0030030305,0.0017810998,0.0035340413,-0.0032554455,-0.004377974,-0.0057326807,0.008341916,0.009525609,-0.0022160586,0.003543091,-0.0079102265,-0.010827562,0.00027165556,-0.003917247,0.004800357,-0.0046514827,0.0049616187,-0.008764459,0.009423694,-0.0049884534,0.005467288,-0.0016216065,-0.0009071227,0.002823137,0.007889465,-0.0054979334,0.009021223,0.00869235,0.009775054,0.008025785,-0.0076686055,0.007344975,0.005005007,-0.00016469546,-0.0014760065
拍下,-0.0042056134,-0.003265074,0.00084143935,0.0067720283,0.0026388243,-0.009563198,0.003389309,0.009387789,-0.0002618631,-0.00486149,-0.005579872,0.005941788,-0.0065475362,-0.0016552674,-0.0017354814,0.0013114035,0.0010424652,0.0011192777,-0.0035310595,-0.005196684,0.008341765,-0.009448296,-0.0081480555,-0.0009655444,-0.00014065378,0.00650389,-0.0029522986,0.007550439,0.0015979916,0.005283151,0.0032765607,0.000523623,0.0077209086,0.0035825935,0.0030928762,-0.0022599315,-0.006493379,0.009412444,0.0070837256,-0.008640447,-0.004838903,0.0047300076,0.00042001592,0.0081625,0.009412872,-0.008486457,0.0029248844,0.009925004,-0.0030493913,0.004539326
這集,-0.007282385,0.0014017789,0.003812019,-0.009153662,0.00589996,0.006461394,-0.0046231714,-0.004928321,-0.004055226,-0.008029124,-0.009647871,-0.0023718635,-0.0012001985,0.0129748415,0.0020822007,-0.01181295,-0.0016996347,0.0015702015,-0.0036778776,0.0066062217,0.0063191536,0.002369692,-0.001236211,-0.01155533,0.0029535163,0.0008244025,-0.010861779,0.0006192157,0.0070602656,0.00029653366,0.0038501348,-0.0054572886,-0.007576417,0.0029925536,0.00962661,0.012277713,0.009291643,-0.011385686,0.00046322707,-0.0048248535,0.007495668,0.0066661043,0.0072030798,-0.004316731,-0.014759827,-0.0021072582,-0.004532028,0.009176655,-0.0009787487,-0.0032212797
鋪梗,-0.00022294097,0.0015742986,-0.007415354,0.0038292056,-0.0098262755,0.0062599587,-0.0019590287,-0.008886488,-0.006472882,0.003817069,-0.009780528,-0.0065107155,0.0017805458,-0.008837725,-0.0031689839,-0.0033982347,0.0018712691,0.009353619,-0.004597314,-0.0068489485,0.001698743,-0.004937747,-0.0054726717,0.0024679669,-0.00262641,-0.0025381362,0.0018685099,0.0042950404,-0.003145455,-0.007911653,-0.0096061155,0.0040609147,0.008647548,0.003351403,0.0022506327,-0.007484623,0.004594943,-0.0067578866,-0.004177855,-0.008066126,-0.0023425717,0.0022132043,0.008282495,-0.0050952905,-0.007042967,0.0071278964,0.008769755,-0.0055480287,-0.007946064,-0.0029332163
第四集,0.008903668,-0.0067645903,0.0040674154,0.0017015766,0.00889126,0.004658119,-0.0057936786,0.0062825494,0.0045013777,-0.007639352,0.0083223125,-0.0033430213,-0.005836014,-0.0008642128,0.0037834367,0.008605362,-0.0053933444,0.0050744414,0.007739993,0.009566806,0.0011171964,-0.006515075,0.0030746993,-0.0033605194,0.007639411,0.0019767925,0.0027912662,0.0006143998,0.009756768,0.0009275687,-0.009351893,-0.006304824,-0.0064982525,0.0013430398,0.009408028,-0.004524009,0.0016739086,-0.0012566303,-0.009360606,0.009970652,0.0045450134,-0.009318596,0.0033026487,-0.001637764,0.0073293797,-0.005724817,0.00061053416,-0.002813121,0.0019789545,0.0019540524
不用,-0.006803078,-0.009750667,0.011796547,0.0021869594,-0.0006572867,0.0053897686,-0.00025145992,-0.013762406,-0.000966314,0.0044100364,-0.010232362,0.006900868,0.0061718524,0.013690589,0.0017875489,0.0060599972,-0.007231259,0.010548085,-5.3504158e-05,-0.004465315,0.0045951675,-0.0006326066,0.0022344124,-0.0149109205,0.0010513688,0.0038793872,-0.0048131174,-0.007537982,-0.0042735706,0.0018147497,0.003468454,-0.0031126894,-0.0097972,-0.0013972686,0.009896862,0.01392984,-0.010250163,-0.010489851,-0.00035084572,-0.0019105587,0.0014117752,0.0012196928,-0.0008911286,0.005867787,0.0013741213,-0.005005217,-0.008676405,-0.0055116904,-0.009645565,0.0041021924
隊長,0.0048414776,-0.009372808,0.005147888,0.008457632,1.6834558e-05,0.0098169055,0.0024450545,-0.0072041797,-0.0013854281,0.0058901827,-0.008960781,-0.00716216,0.0023582322,-0.0028830583,0.0039181323,0.004675244,-0.0069240723,0.0049883584,-0.010343294,-0.0037793657,-0.0024126815,0.002910757,0.003687521,0.008299212,0.0029337832,-0.0020621484,-0.0043870206,-0.0053055556,0.0002861156,0.004203834,-0.0046975063,0.005955076,-0.009090562,0.0001752778,0.0032799195,-0.004399822,0.004903231,-0.005368833,0.0022043674,0.0027833036,0.0047669956,0.0059578368,-0.0028224736,0.007300343,-0.0063823964,0.0022983798,0.0038747631,-0.00011590154,0.0071846056,0.001689577
能力,0.0040604877,0.0022159645,-0.0061751814,-0.006570065,-0.0042877705,0.010999599,0.004899056,-0.008363625,0.0030103528,0.0071751173,-0.0071305954,-0.0075904564,0.0040630517,0.005448169,0.008121624,-0.0029778471,0.009597971,0.0026395628,-0.004497242,-0.0075550782,-0.006141551,-0.009320583,-0.008109705,-0.010832105,-0.006890367,-0.002064882,-1.7324865e-05,0.006775333,-0.007376796,-0.006425559,0.00069074007,0.005529489,-0.006189771,-0.008123728,-0.0065702572,0.0062772026,-0.010021393,-0.0040507116,0.0052429237,0.006778712,0.0063462052,-0.0016415289,0.0018930302,-0.0014697358,-0.009534821,-0.0024969163,-0.00056652294,0.008762033,0.005721173,0.0010452851
精準,0.0043787197,-0.0006473069,0.009945586,0.008672698,-0.0031947233,0.007616261,0.00870473,0.0018180698,-0.005555957,0.0032637902,-0.009373871,0.0060476298,0.0039560366,-0.0056429934,-0.007325042,-0.007995637,-0.0016435031,0.0017794493,0.009297197,-0.009858221,0.0026986925,-0.007679133,-0.0040318924,0.008549425,-0.008050687,0.0022519806,0.0053124866,0.0013454692,-0.0014424347,0.008407776,0.004471784,0.0022083195,-0.0036515563,-0.00742147,-0.0018566238,0.006192648,-0.0017310677,-0.0074465084,-0.0007550754,0.0010210795,-0.008031101,0.008947887,-0.00039092157,-0.009475657,0.007505638,-0.005170638,-0.0010522348,-0.009863434,0.0049519693,0.009720848
控制,0.008496267,-0.0018406603,0.0037928307,0.004627525,0.0094275,-0.0015095684,-0.006987267,-0.0025653976,-0.00802648,-0.0010355699,-0.0067104134,0.0046797856,0.008015376,0.005980922,-0.0033276859,0.008125391,-0.007569623,0.001248208,-0.007302309,0.001886605,0.008780883,-0.0013870837,0.003801876,0.0013322927,0.0036608286,0.0025640884,0.0076010525,0.0021577498,0.009808912,0.002194726,0.0016789759,-0.0021895322,-0.0018719349,0.004155406,0.0031018804,-0.007059436,0.0019119814,-0.0043985955,0.0066383625,0.006869546,0.009016947,-0.0015499671,-0.0018589575,-0.0074928654,-0.008729111,-0.0008736762,0.0024299587,0.0011954189,0.0026805182,-0.004247261
擔心,-0.009638237,-0.009932002,-0.0018126318,-0.0034788528,-0.00429521,0.00845523,0.003863314,0.0050756247,-0.004568542,0.0072809276,-0.0085567245,-0.00030068593,0.00054567674,-0.002260899,0.003739703,-0.0023377505,0.00041623742,-0.0053525013,-0.0029071586,0.009775324,0.005794551,-0.007117046,0.009719123,-0.0045883567,-0.004837153,-0.00048196834,0.002977346,-0.0019514805,-0.007435418,0.0024498457,-0.00722314,-0.006599814,-0.0039252103,-0.0047841477,-0.008323871,0.0077184904,-0.0077729714,-0.0023522028,-0.0019122467,-0.009074207,0.007545767,-0.0004942858,0.0010296964,-0.0077909683,0.0074389735,-0.007635001,0.0022167757,0.0074394476,0.009222442,-0.009475683
消失,-0.0064248773,-0.009582949,0.0075162356,-0.0063943425,0.00030590608,-0.0088974275,0.008839883,-0.0074190637,0.0010898773,0.0091656195,0.0041361894,-0.0036993667,0.006714294,0.008515232,-0.0038898578,-0.010118319,0.0013107503,0.0063888524,0.007534131,0.0019484183,0.0050128116,-0.002661739,-0.0024698633,-0.00094799144,-0.00094311935,0.0046487306,-0.008210721,-0.00516735,0.0101854885,-0.0023454095,-0.004524887,0.0050530722,0.0006647901,0.0039155046,-0.004302475,-0.0038609132,0.009074359,-0.0010895994,-0.0036903557,-0.0032353366,0.008632322,0.005167462,0.0015155821,0.0038562901,0.008791674,-0.004285846,-0.008565119,0.008228065,0.00035057115,0.008692831
螞蟻,-0.004424173,0.0038755443,0.0064363135,-0.009696717,-0.0025360752,0.000514378,0.0056525925,-0.0025356705,0.0029439947,-0.0001133172,-0.0012514874,-0.0022126164,-0.00050197006,-0.0028674179,0.0052414723,-0.0011079579,0.007798475,0.0065430547,-0.002521579,0.0039309463,0.0009192937,0.0018715039,-0.006489444,0.004898174,-0.0048855944,0.003131343,0.005607996,0.005369165,-0.004520219,-0.009237162,-0.0057623317,-0.0049253227,0.009415523,0.0040640566,0.010035445,-0.0034683235,-0.0026677388,-0.0011296623,0.0058814483,-0.0037079987,-0.0008390375,0.0033917509,0.009270871,0.007625906,-0.0010003572,0.000189086,-0.007403491,0.006457763,0.00076946756,-0.0061783213
拉高,-0.0005837339,0.00023261581,0.00508479,0.0007930666,-0.009603513,0.008469982,0.0006786565,0.005303213,-0.0070259543,0.005109665,-0.0010544115,0.0013124094,0.008357808,0.0012708914,0.0045670024,-0.0067726476,-0.0014458455,-0.0009021171,0.009060461,0.00042295826,0.00818879,-0.0060113803,-0.001318898,-0.009219733,-0.008008579,-0.0061805616,-0.008004391,-0.008102463,-0.004650582,0.005273419,0.0011833616,-0.006295106,0.00795976,-0.009346414,0.002862305,0.00723027,0.007413,-0.0070811305,0.0067835115,-0.007309952,0.0078570675,0.0036827011,0.009778931,0.0042278515,-0.009141586,0.007163537,0.0028571181,-0.0056943404,-0.0040809806,0.0017433409
機率,-0.00206074,-0.009833787,-0.0072644725,0.0075641996,-0.0080619445,-0.008427327,-0.0021270183,0.006761682,0.003323077,0.003658029,0.0034405948,0.0022981125,0.0029913671,-0.0032241717,0.0059442325,-0.008597382,0.00760427,-0.007601906,-0.007481392,0.007990903,-0.0027043908,-0.00945043,-0.0077429735,-0.0017316302,0.0032211288,-0.009468065,-0.005345981,-0.0011072723,-0.0023555513,-0.008471806,0.002048897,-0.009898255,-0.004935173,-0.009102977,0.009777153,-0.0038474177,-0.005222219,-0.003291201,-0.004731256,0.0034044804,0.0027262287,0.008697679,0.0034639456,-0.0074007153,-0.006844481,-0.001564022,0.0010266986,0.0021876863,0.0075410833,0.009589726
一點,-0.009758483,-0.0059899604,0.012020197,0.0028368246,0.002507401,0.012226766,0.00799195,-0.010942891,-0.007477398,-0.0003949565,0.00089050585,0.0057032914,0.010368651,0.009932166,0.00088989956,0.0041608266,0.0058462615,-0.0023514065,0.005251136,-0.001986486,-0.0018144781,-0.011189891,0.007014325,-0.018851105,-0.0027806545,-0.0024496291,-0.010088762,0.0050141755,0.00033462656,-0.008855646,-0.0033647153,-0.0010048004,-0.012734898,0.0017005194,0.006264431,0.0014661386,0.006490416,-0.008661387,-0.0039682435,-0.008040518,0.0018950809,0.0060602357,0.004780962,-0.009886821,-0.0060196407,0.007323356,0.0035902136,0.0098695485,-0.0065056095,0.001390283
死光,0.0044197803,0.0007363468,-0.0020920285,-0.0015273351,0.007718155,-0.004398839,0.008325415,-0.0021824404,-0.0032150568,-0.009461153,0.0022100573,-0.0019169727,0.0098521905,-0.008467663,-0.0028514534,-0.008028751,-0.0012498632,0.006762432,0.0040211775,0.0051410897,-0.0009807097,-0.0018091701,-0.0066596535,0.001879581,0.007420823,-0.0012356574,0.0037368848,0.0028247368,0.00094870187,-0.0025576605,0.00951138,-0.0048246565,-0.0068363464,-0.00743133,-0.005263874,-0.0013218854,0.0067659956,-0.0041924496,0.0019786614,-0.0053385287,-0.004763688,0.008757271,0.009354215,-0.0008769077,-0.0068468205,-9.631657e-06,0.007574734,-0.00261773,0.0057815993,0.0017526987
兩個,-0.011836752,-0.00043824254,-0.0060755527,-0.00844008,-0.0063427147,-0.007056289,0.008213096,0.0005094584,-0.0017187276,-0.0040163514,-0.0069086705,0.0055003525,0.008307963,0.01003966,0.008866237,0.004883334,-0.007662271,-0.0037706557,-0.009149876,-0.0056292587,0.002099299,0.00044867772,-0.004968855,-0.012662272,-0.00291077,0.0076207463,0.0050906097,0.0070606163,-0.0008131235,-0.008149783,-0.0072478727,-0.011206906,-0.00819136,-0.002563706,0.0012347942,-0.0017086464,-0.0043067774,-0.010686727,-0.004231126,0.0060737324,0.0024504256,-0.0024118968,0.0022726094,-0.008396061,-0.009779906,-0.0066811577,0.0037209636,0.0070275352,-0.006117518,-0.007733622
要用,-0.0010973457,0.001230247,0.009347631,-0.009198437,0.00368378,-0.008134754,-0.004337656,0.0064349044,-0.007989683,0.0008155901,-0.0045961253,0.0005304555,0.009099752,0.003152628,0.009370348,-0.0030607563,0.0052796714,0.0026835513,0.009163741,-0.0012174022,0.0016582516,-0.00652213,0.0011823442,0.00095716247,0.00024570953,0.0075792465,-0.009615474,0.0042843483,-0.0075843325,0.008854564,-0.0017392951,0.009152518,-0.00020828286,0.0013682029,-0.005377765,-0.0002002214,-0.0069871214,-0.0031452926,0.0017053558,0.0085504735,-4.810405e-05,0.0061626686,-0.0009974107,0.00821784,0.006037738,0.009393429,0.0039068023,0.004656247,-0.0060874745,0.0032531922
整個,-0.0033264845,0.0014929969,0.0137769915,0.00081523095,-0.014530623,0.006732198,0.008765268,-0.01539999,-0.0016286692,0.010790639,-0.01440337,0.0009208058,-0.0034248196,0.0030108273,-0.00749598,-0.012093863,0.0047290204,0.009754883,-0.0040739914,0.004023067,0.0038694714,-0.00790697,-0.0033447873,-0.0155088445,-0.0015401359,-0.0021920935,-0.01060714,-0.0037740115,0.008734422,-0.008543728,-0.0061573675,0.0011772744,0.004677318,0.013615318,0.008264456,0.0116856685,-0.0013571667,0.005063996,-0.005984568,-0.009407125,0.005986855,-0.0041225613,0.0022162863,-0.0012207703,-0.013738635,0.0010674703,-0.011845488,0.010318832,0.0066864593,0.007882461
無敵,0.00077390077,-0.0035649426,-0.004229798,0.0026024247,-0.0020370444,-0.0008512883,0.004756511,0.00111091,0.00359098,0.0024771614,0.0025528825,-0.0009888173,0.004152392,0.010487215,-0.0035891663,0.0033803922,0.005573205,0.0043061203,-0.009960931,-0.007057437,0.010223721,-0.0006080734,0.005126132,0.0066444622,0.00035642865,-0.009329968,-0.008035512,-0.0019735228,0.0084038675,-0.0037316973,0.0064618713,-0.00014363643,-0.008987938,-0.00057612517,-0.009069694,0.006896029,0.0023064672,-0.007179107,-0.001918496,0.0031356607,-0.0027016096,0.005674263,-0.0025144913,0.004942455,0.0076369247,0.0035122249,0.006650056,0.005563466,0.008450938,0.00073596253
